transaction_id,region,product_category,quantity,unit_price,discount_percent,transaction_date
TXN-10949,South,Fitness,8,133.38,5,2025-04-20
TXN-10950,West,Groceries,17,73.01,4,2099-12-31
TXN-10951,West,Apparel,10,500.22,20,2025-04-23
TXN-10952,East,Electronics,20,441.60,29,2025-05-04
TXN-10953,East,Apparel,16,501.67,4,2025-03-04
TXN-10954,North,Apparel,18,479.53,28,2025-03-23
TXN-10955,West,Home & Kitchen,7,239.72,24,2025-05-06
TXN-10956,North,Fitness,5,294.65,30,2025-03-31
TXN-10957,North,Apparel,7,337.01,30,2025-05-07
TXN-10958,East,Groceries,1,371.25,19,2025-03-09
TXN-10959,South,Fitness,11,276.41,18,2025-03-17
TXN-10960,East,Groceries,1,382.98,3,2025-05-31
TXN-10961,West,Apparel,14,336.18,26,2025-03-28
TXN-10962,North,Books,6,236.22,25,2025-05-12
TXN-10963,South,Fitness,20,439.37,29,2025-03-20
TXN-10964,South,Books,2,297.95,30,2025-05-06
TXN-10965,East,Books,10,73.64,8,2025-06-01
TXN-10966,North,Apparel,5,106.72,18,2025-05-23
TXN-10967,North,Electronics,9,411.73,19,2025-03-07
TXN-10968,West,Electronics,14,226.14,13,2025-03-19
TXN-10969,East,Books,7,476.88,24,2025-03-30
TXN-10970,West,Electronics,12,52.17,14,2025-05-16
TXN-10971,South,Apparel,18,337.72,7,2025-05-05
TXN-10972,South,Groceries,12,306.32,6,2025-03-20
TXN-10973,South,Apparel,15,81.19,9,2025-05-12
TXN-10974,East,Home & Kitchen,18,340.29,13,2025-03-30
TXN-10866,East,Fitness,13,11.46,4,2025-04-14
TXN-10976,West,Apparel,11,279.13,14,2025-03-21
TXN-10977,South,Groceries,6,130.64,4,2025-04-06
TXN-10978,East,Groceries,15,387.11,3,2025-03-27
TXN-10979,North,Groceries,4,INVALID_PRICE,15,2025-03-15
TXN-10980,North,Books,10,359.25,14,2025-05-29
TXN-10981,North,Fitness,5,49.44,1,2025-03-05
TXN-10982,East,Books,2,353.68,24,2025-03-05
TXN-10983,South,Electronics,5,354.88,14,2025-03-24
TXN-10984,South,Home & Kitchen,13,424.19,15,2025-05-04
TXN-10985,South,Electronics,13,91.81,23,2025-03-08
TXN-10986,East,Apparel,8,58.61,14,2025-05-29
TXN-10987,East,Home & Kitchen,15,268.52,7,2025-04-16
TXN-10988,East,Electronics,5,37.53,3,2025-05-18
TXN-10085,East,Electronics,13,275.21,11,2025-03-11
TXN-10990,South,Books,14,315.29,8,2025-04-19
TXN-10991,South,Electronics,6,498.01,24,2025-04-27
TXN-10992,East,Groceries,5,220.50,19,2025-04-28
TXN-10993,East,Apparel,14,180.01,17,2025-05-01
TXN-10994,West,Books,14,301.46,20,2025-05-10
TXN-10995,West,Books,11,208.52,20,2025-05-03
TXN-10996,West,Apparel,5,111.52,22,2025-03-19
TXN-10997,East,Apparel,16,400.58,18,2025-05-29
TXN-10998,West,Home & Kitchen,17,501.60,14,2025-03-31
TXN-10999,West,Groceries,1,477.87,5,2025-03-06
TXN-11000,South,Books,19,213.10,2,2025-04-02
